"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"188",217,"2021-10-07 09:33:29",9,"en",314754535,"y8Iazc57AN1wrSb","2021-10-07 09:21:02","2021-10-07 09:33:29","185.108.245.64","",5,"40ies","d",0,"Y",NA,NA,10,5,8,1,"","","","Y","","",0,2,0,0,0,0,0,"","colla","","","","","",0,0,1,0,0,1,0,0,0,1,"N","Y",3,8,0,9,3,4,10,"und","und","","und","att","und","und","",0,"","","","",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,10,10,2,0,"","","",NA
"189",218,"2021-10-07 09:36:31",9,"en",665777685,"qjnj7iK3MUFWMZQ","2021-10-07 09:28:05","2021-10-07 09:36:31","132.230.195.104","",3,"40ies","d",0,"Y",NA,NA,10,10,0,0,"","","","","","",0,2,0,0,0,0,0,"","colla","","","","","",NA,NA,NA,NA,NA,1,0,1,0,0,"N","N",0,4,0,0,0,0,0,"","other","","","","","","A new commercial product.",99,"","","","",99,99,99,99,5,0,1,0,1,0,1,1,1,1,0,0,0,1,10,99,99,1,"","","My project was in the field of fundamental physics, i.e., basic natural science. The sole nature of such projects is to understand the universe -- this means that the majority of the questions in this survey are not applicable for such studies. ",NA
"190",219,"2021-10-07 09:41:27",9,"en",592531100,"iqDfDRaqk6UE1S4","2021-10-07 09:31:38","2021-10-07 09:41:27","129.194.180.232","",3,"50ies","e",1,"Y",NA,NA,10,10,1,0,"","","","","","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,1,0,0,0,"N","N",2,0,0,0,0,0,8,"","","","","","","awar","",0,"","","","",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"","","",NA
"191",220,"2021-10-07 09:42:06",9,"en",794290646,"Q3ai2vh9ktNgkU2","2021-10-07 09:32:30","2021-10-07 09:42:06","2a02:1205:c6b4:9e90:ec43:a23e:7489:ecdd","",4,"60ies","e",5,"Y",NA,5,8,8,7,1,"Y","Y","","","","",0,0,0,0,0,0,0,"","","","","","","",1,1,1,1,1,1,1,1,0,0,"N","Y",4,3,4,1,4,5,9,"und","und","und","","und","und","und","",0,"","","","",2,2,9,2,2,9,1,0,1,1,1,1,1,0,0,0,1,0,7,7,3,1,"","","",NA
"192",221,"2021-10-07 09:46:45",9,"en",375710183,"k7wk614rQTxt5Qs","2021-10-07 09:33:33","2021-10-07 09:46:45","92.105.123.97","",3,"50ies","d",5,"Y",NA,5,10,9,8,2,"Y","","","","","",0,0,2,2,2,0,2,"","","cons","cons","cons","","cons",0,0,1,1,1,1,0,0,0,0,"Y","Y",2,0,0,3,3,3,5,"","","","awar","awar","awar","und","",2,"","","","",6,6,7,99,99,99,0,1,1,0,0,0,1,1,0,1,1,1,NA,NA,NA,1,"","","",NA
"193",222,"2021-10-07 09:51:14",9,"en",1734665921,"8Aak8AP52Ra7Q9K","2021-10-07 09:40:03","2021-10-07 09:51:14","134.21.71.87","",5,"40ies","e",2,"Y",NA,NA,9,8,8,1,"Y","Y","","","","",0,1,0,1,0,2,0,"","contr","","contr","","colla","",1,0,0,1,1,1,1,0,0,0,"Y","N",5,5,1,1,1,7,9,"awar","awar","","","","awar","awar","",1,"","","","",6,7,8,5,6,5,1,1,1,0,1,1,1,1,0,0,0,0,7,8,5,1,"","","",NA
"194",223,"2021-10-07 09:55:49",9,"en",722348691,"jZFvOuz7yKLxeHk","2021-10-07 09:47:55","2021-10-07 09:55:49","130.125.143.161","",6,"40ies","d",5,"Y",NA,3,7,5,4,1,"","Y","","","","",1,2,0,0,2,0,0,"contr","contr","","","cons","","",0,0,1,0,0,1,0,0,0,0,"N","Y",5,9,1,1,1,3,10,"beh","beh","","","","awar","beh","",2,"","","","",5,4,6,2,3,9,1,0,1,0,0,0,1,1,0,0,0,1,8,5,4,1,"","","",NA
"195",224,"2021-10-07 10:03:36",9,"en",1977336598,"9LMIaEyDH4O8woi","2021-10-07 09:51:16","2021-10-07 10:03:36","130.60.243.198","",0,"60ies","e",0,"Y",NA,NA,10,10,10,2,"Y","","","","","",0,2,0,0,0,2,1,"","contr","","","","colla","colla",1,0,1,1,1,1,1,0,0,1,"N","Y",3,9,0,3,0,10,10,"awar","beh","","und","","awar","und","",99,"","","","",9,3,9,1,4,4,1,0,1,0,1,0,0,1,0,0,0,0,99,99,99,1,"","","",NA
"196",225,"2021-10-07 10:16:53",9,"en",970479823,"zCami1Cf4YF8fYz","2021-10-07 09:53:32","2021-10-07 10:16:53","31.11.4.55","",7,"50ies","e",7,"Y",NA,5,9,0,1,0,"","","","","Y","cultrual technology of writing processus",1,0,0,0,0,1,0,"contr","","","","","contr","",NA,NA,NA,NA,NA,1,1,1,1,1,"N","N",5,0,0,0,0,0,9,"awar","","","","","","att","",0,"","","","",1,0,1,0,9,5,1,1,1,0,1,0,1,0,1,0,0,1,0,0,5,1,"In my opinion, the concept of social innovation is too closely linked to direct economic, economic-social impacts and outputs and not enough to cultural and cognitive competences.","","",NA
"197",226,"2021-10-07 10:02:31",9,"en",1730970883,"raVBlyZtGqkZNq5","2021-10-07 09:53:33","2021-10-07 10:02:31","2a04:ee41:7:802b:58c3:9e3a:a247:49b","",10,"50ies","e",8,"Y",NA,4,8,9,5,1,"","","","","Y","",1,0,0,0,0,0,0,"cons","","","","","","",0,0,1,0,0,1,0,0,0,0,"N","N",6,4,0,0,0,1,7,"other","other","","","","","und","",2,"","","","",7,0,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,9,99,99,0,"","","",NA
"198",227,"2021-10-07 10:04:20",9,"en",1535112164,"vftOx868xZFcMdA","2021-10-07 09:58:41","2021-10-07 10:04:20","90.41.32.91","",1,"60ies","e",0,"Y",NA,NA,0,0,8,0,"","Y","","","","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,"N","Y",4,1,0,0,0,8,0,"beh","","","","","und","","",99,"","","","",4,99,8,5,99,5,1,0,1,1,0,0,0,0,0,0,0,0,5,5,98,NA,"","","",NA
"199",228,"2021-10-07 10:12:01",9,"en",2063446428,"Z1B6iJKByKjpq8x","2021-10-07 10:00:02","2021-10-07 10:12:01","84.227.141.169","",7,"40ies","e",0,"Y",NA,NA,10,8,5,0,"","","Y","Y","","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,1,1,0,0,"N","N",3,3,0,0,0,0,10,"other","und","","","","","und","Better medicinal drugs",0,"","","","",0,0,0,0,7,99,1,1,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,1,"","","",NA
"200",229,"2021-10-07 10:24:27",9,"en",1093270104,"B8am3f6pNKv6w4a","2021-10-07 10:00:49","2021-10-07 10:24:27","83.78.41.168","",10,"70p","e",0,"Y",NA,NA,10,NA,NA,1,"","","Y","Y","Y","",2,0,0,0,1,0,1,"colla","","","","contr","","contr",0,0,1,1,1,1,1,1,1,1,"N","N",9,5,0,4,0,0,10,"und","und","","und","","","und","",5,"","","","knowledge",1,0,3,0,99,7,1,1,1,0,1,1,1,0,1,1,0,1,98,98,0,1,"","I gave several lectures on the subject (circadian rhythms) to the general public, to social institutions, and to medical doctors.","Owing to its complexity und unlike physics, life science is mostly experiment-driven (rather than theory-driven). Otherwise put, the outcome of an experiment is frequently unexpected and leads to new research endeavours. I wrote an essay on this, entitled ""Getting Surprising Answers to Unasked Questions"" (Schibler, 2017, Cell 169:1162-1167).",NA
"201",231,"2021-10-07 10:14:14",9,"en",2082773929,"FTjw2FcNLoHfrnN","2021-10-07 10:10:14","2021-10-07 10:14:14","129.194.144.10","",0,"40ies","e",0,"Y",NA,NA,0,0,0,0,"","","","","","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,0,0,0,0,"N","N",0,0,0,0,0,0,0,"","","","","","","","",0,"","","","",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,"","","",NA
"202",232,"2021-10-07 10:50:25",9,"en",1031287718,"NFlnn1R9u3DmxYe","2021-10-07 10:12:46","2021-10-07 10:50:25","178.38.178.85","",9,"50ies","e",6,"Y",NA,6,10,6,7,2,"Y","","","Y","","",2,0,0,0,NA,1,1,"colla","","","","","cons","contr",0,0,1,1,1,1,1,1,0,0,"N","Y",8,3,8,9,0,8,9,"beh","other","other","att","","beh","und","",2,"","","","",4,1,3,3,5,2,1,0,0,0,1,1,1,0,0,0,0,1,7,5,5,0,"","Here two examples:
- In collaboration with the Bioscope in Geneva, we have built teaching modules (https://scienscope.unige.ch/bioscope/ateliers/atelier-15/ and https://scienscope.unige.ch/bioscope/ateliers/atelier-14/) for kids and adolescents.
- We have also published a brochure explaining the importance of sleep for physical and mental health and how to preserve sleep. This brochure is used by teachers, and health practitioners (school nurses and physicians).","I found that several of the items proposed in the survey were not easy to assess. This is due partly to the fact that the SNF project selected is related to a set of other research projects and surveys that we have been and are still currently conducting in the lab, and which pertain to the impact of sleep curtailment in various populations (from kids to adults) and caused by the use of smartphones etc. In addition, the selected project uncovers neuroscience mechanisms underlying memory consolidation occurring during sleep. As such, it provides scientific evidence advocating for the crucial role of sleep in learning, academic achievement, etc. which we have also been assessing in other projects through collection of data in schools etc. In other words, the social innovation value of this project cannot be evaluated separately from others companion projects.",NA
"203",233,"2021-10-07 10:46:46",9,"en",1363233908,"GzrLtWWf7N08gmj","2021-10-07 10:37:58","2021-10-07 10:46:46","2a02:8440:5341:b3a9:8c9b:6ecf:b13b:1a09","",8,"50ies","e",3,"Y",NA,NA,10,10,8,2,"","","","Y","Y","",1,0,0,0,0,0,0,"cocr","","","","","","",0,0,0,0,0,1,1,0,0,0,"N","N",3,1,3,0,0,0,3,"und","","awar","","","","awar","",0,"","","","",0,0,0,0,5,5,1,0,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,0,"","","",NA
"204",234,"2021-10-07 10:51:53",9,"en",707277374,"ZEjfsWmgaw9QdhK","2021-10-07 10:39:52","2021-10-07 10:51:53","130.92.75.112","",5,"50ies","e",0,"Y",NA,NA,10,10,10,2,"","","","Y","","",2,0,0,0,0,0,0,"contr","","","","","","",0,0,1,0,0,1,1,0,1,1,"N","N",0,0,0,0,0,0,8,"","","","","","","und","",0,"","","","",0,0,0,0,0,7,1,0,1,0,0,0,1,1,NA,0,0,0,NA,NA,NA,1,"","","",NA
"205",235,"2021-10-07 10:49:17",9,"en",133552319,"q3P8MN2uq9ZzuQV","2021-10-07 10:42:30","2021-10-07 10:49:17","195.176.32.144","",0,"40ies","e",2,"Y",NA,NA,7,7,3,1,"","","","","Y","",1,0,0,0,0,1,0,"cons","","","","","cons","",0,0,1,0,0,1,0,0,0,1,"N","N",0,0,0,0,0,0,7,"","","","","","","beh","",99,"","","","",99,99,99,99,99,99,1,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,"","","",NA
"206",236,"2021-10-07 10:55:45",9,"en",1290720443,"CbxycipFz2EEr5d","2021-10-07 10:46:13","2021-10-07 10:55:45","129.129.206.100","",2,"50ies","e",1,"Y",NA,NA,10,2,4,1,"","","","Y","Y","",2,1,0,0,1,0,0,"contr","cons","","","contr","","",0,0,1,0,0,1,1,1,0,1,"N","N",0,0,0,0,0,0,10,"","","","","","","und","",0,"","","","",0,0,0,0,3,0,1,1,1,0,0,1,1,1,1,0,0,1,NA,NA,NA,0,"","","",NA
"207",237,"2021-10-07 11:04:30",9,"en",947119541,"UpaqrnqSr2xSwvC","2021-10-07 10:56:40","2021-10-07 11:04:30","85.3.177.201","",7,"60ies","e",3,"Y",NA,NA,10,10,8,1,"","","Y","","","",1,0,0,0,0,1,0,"colla","","","","","contr","",0,0,1,0,0,1,1,0,0,1,"N","N",7,0,0,0,0,0,8,"att","","","","","","awar","",99,"","","","",0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,7,5,NA,1,"","","",NA
"208",238,"2021-10-07 11:16:47",9,"en",2067113741,"HX7daRCAamLj0Se","2021-10-07 11:11:52","2021-10-07 11:16:47","128.179.177.95","",9,"60ies","e",8,"Y",NA,8,9,9,3,0,"","","","","","useful invention",2,0,0,0,1,0,1,"cocr","","","","cons","","cons",NA,NA,NA,NA,NA,1,1,0,0,0,"N","Y",6,1,1,6,1,3,9,"und","","","und","","und","und","",0,"","","","",1,1,7,1,7,9,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,10,7,9,0,"","","",NA
"209",239,"2021-10-07 12:04:25",9,"en",1674247349,"Ri079JhTLxb2rBN","2021-10-07 11:58:13","2021-10-07 12:04:25","185.225.93.10","",6,"40ies","d",4,"Y",NA,NA,5,6,8,2,"","","","Y","","",2,1,0,0,0,1,0,"colla","contr","","","","cons","",1,0,1,0,0,1,1,1,0,1,"Y","Y",9,5,6,7,3,2,8,"beh","awar","att","awar","awar","","beh","",7,"Y","","","",7,2,6,9,7,8,1,1,1,0,1,1,0,0,0,1,1,1,8,7,6,1,"","","",NA
"210",240,"2021-10-07 12:22:24",9,"en",9926154,"DdA1CgGkllTTn71","2021-10-07 12:15:15","2021-10-07 12:22:24","129.194.129.122","",2,"50ies","e",4,"Y",NA,NA,10,9,8,1,"","","","Y","","",1,1,0,1,0,0,0,"contr","contr","","cons","","","",0,0,1,0,0,1,1,0,0,1,"N","N",5,4,3,5,2,2,9,"und","und","und","und","","","awar","",2,"","","","",0,0,0,0,0,6,1,0,1,0,0,0,1,0,0,1,0,0,6,3,99,1,"","","",NA
"211",241,"2021-10-07 12:45:32",9,"en",1162872386,"zcdfR7Y87OV5zd8","2021-10-07 12:39:06","2021-10-07 12:45:32","130.223.152.174","",5,"60ies","e",2,"Y",NA,NA,10,5,5,0,"","","","Y","","",1,NA,NA,NA,NA,NA,NA,"contr","","","","","","",NA,NA,NA,NA,NA,1,1,0,0,0,"N","N",0,0,0,0,0,0,0,"","","","","","","","",0,"","","","",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,"","","",NA
"212",242,"2021-10-07 12:54:48",9,"en",1721687635,"ajlhqDNnhd5Jckc","2021-10-07 12:41:23","2021-10-07 12:54:48","147.86.223.249","",NA,"40ies","e",7,"Y",NA,5,10,10,4,0,"Y","","","","","",1,0,2,2,0,0,2,"contr","","cons","cons","","","cons",NA,NA,NA,NA,NA,1,0,0,0,1,"N","Y",0,0,0,5,0,5,7,"","","","awar","","awar","other","",99,"","","","",3,1,9,0,7,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"","","",NA
"213",244,"2021-10-07 13:41:30",9,"en",754070325,"t3rQwXl3f9sHW2I","2021-10-07 13:27:51","2021-10-07 13:41:30","84.72.196.252","",7,"40ies","d",4,"Y",NA,NA,4,5,6,1,"","","","Y","","",2,1,0,0,0,0,0,"colla","contr","","","","","",0,0,1,0,0,1,0,0,0,0,"Y","N",7,3,3,4,1,1,6,"other","awar","other","awar","","","und","Changing the options of cancer treatment of patients and their quality of life.",0,"","","","",4,0,4,1,4,6,1,0,0,0,0,0,1,1,0,1,0,0,5,2,2,1,"","","No.
I have not entirely understood the questions of this survey and I don't believe my answers are always precise because most of the questions do not apply to my project.",NA
"214",246,"2021-10-07 13:46:55",9,"en",437842370,"dfz2v9UYUUPZsfc","2021-10-07 13:39:30","2021-10-07 13:46:55","89.206.112.14","",6,"50ies","e",6,"Y",NA,4,7,7,9,2,"Y","","","","","",1,0,0,1,1,1,1,"colla","","","contr","contr","cons","contr",1,0,1,1,1,1,1,1,0,1,"Y","Y",10,4,7,9,0,4,10,"beh","und","beh","beh","","att","awar","",6,"","Y","","",9,5,99,10,9,10,1,1,1,0,1,1,1,1,1,0,1,1,9,7,3,1,"","","",NA
"215",247,"2021-10-07 13:48:41",9,"en",1992719120,"Dh75T8nHzeVauu8","2021-10-07 13:43:50","2021-10-07 13:48:41","2001:8e0:2193:b600:38ea:e346:bc56:a8ec","",3,"50ies","e",8,"Y",NA,8,9,9,8,2,"Y","Y","","","","",1,2,0,2,1,2,1,"colla","contr","","cocr","colla","colla","cocr",1,1,1,1,0,1,1,0,0,0,"Y","Y",8,8,6,7,0,9,9,"beh","beh","beh","beh","","beh","other","",9,"","","","",8,9,9,8,9,10,1,0,1,1,1,1,1,1,1,0,1,1,9,8,9,1,"","","",NA
"216",248,"2021-10-07 14:17:47",9,"en",299342392,"KiVLqJHaYemmpvl","2021-10-07 13:56:21","2021-10-07 14:17:47","2001:171b:c9ad:b000:55d1:93f2:547f:4b04","",9,"60ies","e",2,"Y",NA,NA,3,5,10,2,"Y","","","Y","Y","",2,0,0,0,0,0,2,"colla","","","","","","",1,1,1,1,0,1,1,1,1,1,"N","N",10,5,0,0,0,0,10,"awar","und","","","","","und","",2,"","","","",0,0,2,2,8,2,1,0,1,NA,0,0,1,0,1,1,0,1,10,5,5,1,"","Meanwhile project results have led to two patents and licensing the latter to a biotech startup. ","Surprisingly, developing this research project has led to a change of focus and aproach from basic sciences towards applied sciences.",NA
"217",249,"2021-10-07 14:11:20",9,"en",1221355908,"mSHGgVzXbBYQjSC","2021-10-07 14:06:11","2021-10-07 14:11:20","51.154.97.120","",1,"50ies","e",1,"Y",NA,NA,0,0,0,0,"","","","","","",1,0,0,0,0,1,0,"contr","","","","","contr","",NA,NA,NA,NA,NA,1,1,1,0,0,"N","N",0,0,0,1,0,0,9,"","","","","","","und","",99,"","","","",99,99,99,99,99,99,1,1,1,0,1,1,1,0,1,0,0,0,NA,NA,NA,1,"","","",NA
"218",250,"2021-10-07 14:19:25",9,"en",464097542,"gisJTQgt95Z92wi","2021-10-07 14:11:14","2021-10-07 14:19:25","130.92.46.165","",9,"50ies","e",0,"Y",NA,NA,10,7,8,1,"Y","","","","","",1,0,2,2,0,0,0,"colla","","cons","cons","","","",1,1,0,1,1,1,0,0,0,1,"Y","Y",0,0,0,0,0,0,0,"","","","","","","","",0,"","","","",4,4,10,3,9,8,1,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0,"","","",NA
"219",251,"2021-10-07 14:43:19",9,"en",1913817094,"Nkw6irwyaIW5W78","2021-10-07 14:28:50","2021-10-07 14:43:19","130.60.152.231","",5,"40ies","d",2,"Y",NA,NA,8,5,7,1,"","","","Y","","",2,0,0,0,0,0,0,"colla","","","","","","",0,0,1,0,0,1,0,0,0,0,"N","N",1,1,1,1,1,1,8,"","","","","","","und","",0,"","","","",1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,"","","",NA
"220",252,"2021-10-07 14:47:05",9,"en",1624020100,"dCvsPKNHdxYC1Kw","2021-10-07 14:32:49","2021-10-07 14:47:05","130.92.214.237","",6,"50ies","e",0,"Y",NA,NA,2,0,2,1,"","","","Y","","",1,1,0,0,0,0,1,"contr","cons","","","","","cons",0,0,1,0,0,1,1,1,1,1,"N","N",0,0,0,1,0,0,8,"","","","","","","awar","",3,"","","","increased awareness of zoonotic infections",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,NA,NA,NA,1,"","We studied the host tropism of human and camel coronaviruses and observed that camel coronaviruses can infect human cells but not primary human lung epithelia. This shows that beside a cellular receptor there're additional barriers for zoonotic transmission of viruses.","",NA
"221",253,"2021-10-07 15:04:42",9,"en",1203704352,"MERiopFkG9w96Gz","2021-10-07 14:55:36","2021-10-07 15:04:42","129.194.145.233","",8,"60ies","e",0,"Y",NA,NA,10,4,4,0,"","","","","","",0,0,0,0,0,1,0,"","","","","","cons","",NA,NA,NA,NA,NA,0,0,0,0,0,"N","N",0,0,0,0,0,0,10,"","","","","","","und","",0,"","","","",0,0,0,0,0,8,1,0,1,0,0,0,1,0,1,0,0,1,NA,NA,NA,0,"","","",NA
"222",254,"2021-10-07 15:09:14",9,"en",1355596053,"nGdVleG35zWfQ7L","2021-10-07 15:03:13","2021-10-07 15:09:14","130.223.253.253","",1,"50ies","e",0,"Y",NA,NA,10,NA,NA,0,"","","","","","Curiosity",1,0,0,0,0,1,0,"contr","","","","","colla","",NA,NA,NA,NA,NA,1,1,0,0,0,"N","N",0,0,0,0,0,0,0,"","","","","","","","",0,"","","","",0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,0,"","","",NA
"223",255,"2021-10-07 16:39:12",9,"en",1110771676,"7m4xhW7YqCPlKQP","2021-10-07 16:09:53","2021-10-07 16:39:12","195.176.241.244","",8,"40ies","e",5,"Y",NA,8,10,10,10,2,"Y","","","","","specific professionnal problem",2,0,0,1,0,0,2,"contr","","","cons","","","colla",1,1,1,1,1,1,0,0,0,0,"N","N",NA,0,5,5,0,2,8,"","","other","und","","","und","Changing the way the specific group can be seen and recognized, in other words valued",2,"","","","",5,5,10,2,10,10,1,1,1,0,0,1,1,0,0,1,1,0,5,5,5,1,"","","",NA
"224",256,"2021-10-07 16:27:10",9,"en",1761847068,"sk4GFNxnsuYNEqz","2021-10-07 16:19:25","2021-10-07 16:27:10","130.60.110.15","",7,"60ies","e",0,"Y",NA,NA,0,0,3,1,"","","","Y","","",2,0,1,0,1,0,0,"colla","","contr","","contr","","",0,0,1,0,0,1,0,0,0,0,"N","N",3,0,1,0,2,0,8,"awar","","","","","","und","",0,"","","","",0,0,0,0,0,8,1,1,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,0,"","","",NA
"225",257,"2021-10-07 16:51:13",9,"en",2073469714,"aWb9PQbnxEuXSNP","2021-10-07 16:34:29","2021-10-07 16:51:13","2001:1715:9d9a:9bc0:5889:f217:bcf:cc54","",8,"50ies","e",5,"Y",NA,8,10,8,6,0,"","","","Y","","",2,1,0,0,0,1,0,"cocr","cons","","","","cons","",NA,NA,NA,NA,NA,1,1,0,0,0,"N","N",1,3,0,0,0,0,10,"","und","","","","","und","",0,"","","","",0,0,0,0,0,10,1,1,1,0,1,1,1,0,0,0,1,1,NA,NA,NA,0,"","","",NA
"226",259,"2021-10-07 19:04:09",9,"en",61582904,"ONSrzv6qIxphBR5","2021-10-07 18:52:20","2021-10-07 19:04:09","178.197.221.213","",9,"50ies","e",5,"Y",NA,9,10,8,9,2,"","","","Y","","",2,1,0,0,0,0,0,"colla","colla","","","","","",1,1,NA,0,1,1,1,0,1,0,"N","Y",5,5,0,0,0,3,10,"awar","awar","","","","att","awar","",2,"","","","",3,0,0,1,10,9,1,0,1,0,0,1,1,0,0,1,1,0,10,10,5,0,"","","",NA
"227",261,"2021-10-07 21:31:43",9,"en",530131195,"kX3M1W0sxg7nQj2","2021-10-07 21:10:06","2021-10-07 21:31:43","86.220.77.253","",6,"60ies","e",0,"Y",NA,NA,10,5,0,1,"","","","","Y","collaboration between different regions in Switzerland and worldwide, collaboration with theorists, discovery of different conceptual or technical solutions",2,0,0,1,0,1,1,"cocr","","","contr","","contr","cons",0,0,0,0,1,1,1,1,1,1,"N","Y",2,2,2,1,0,5,10,"","","","","","awar","und","",3,"","","","made it clear to SNF and SERI that the neutrino long baseline physics was important for an issue deeply essential for understading the very existence of the Universe.",NA,2,0,0,5,10,1,1,1,1,0,1,1,1,0,0,1,1,10,98,99,1,"","The research in question, neutrino oscillations and the possible matter-antimatter asymmetry that happens to it, is a very good tool of communication. It is a text book and rather unique  example of quantum mechanics operating at macroscopic scales. The collaboration involved considerable travel to Japan for collaborative work and as such generated considerable cross-cultural interest. The collaboration with theorists allowed to understand the great impact  of this research and possible extensions in other physics experiments using very different techniques (colliders).  We organized several public events with full auditoriums including young children and their parents, older people of all social classes asking absolutely fantastic questions.  ","This particular program was a great success!",NA
"228",263,"2021-10-08 08:28:36",9,"en",1351038022,"FNH48sdc5B3kMEX","2021-10-08 07:42:10","2021-10-08 08:28:36","2a02:120b:c3f1:4990:f8d0:6404:1b3d:9531","",4,"50ies","e",6,"Y",NA,3,10,10,0,0,"","","","","Y","",1,0,0,0,1,0,0,"colla","","","","cons","","",NA,NA,NA,NA,NA,1,1,1,0,0,"N","N",0,2,0,0,0,0,10,"","","","","","","und","",0,"","","","",2,0,0,0,2,5,1,0,1,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,"","","",NA
"229",264,"2021-10-08 10:48:57",9,"en",493093892,"HYPhaxRFvLUn7BP","2021-10-08 09:31:31","2021-10-08 10:48:57","2a02:120b:c3d0:9d20:dcae:a0b1:7e25:2e6b","",5,"70p","e",10,"Y",NA,8,10,10,7,2,"Y","","","","","",2,2,2,NA,1,NA,NA,"cocr","colla","colla","","colla","","",NA,NA,NA,1,NA,0,0,0,0,0,"Y","Y",NA,NA,NA,NA,NA,5,NA,"","","","","","awar","","",3,"","","","",5,5,10,1,10,5,0,1,1,0,0,1,1,0,0,0,1,0,5,5,3,0,"","","",NA
"230",265,"2021-10-08 10:02:10",9,"en",1961383106,"NbUu9rvEChbMw8p","2021-10-08 09:52:56","2021-10-08 10:02:10","129.194.151.235","",1,"50ies","e",1,"Y",NA,NA,10,10,7,1,"","","Y","","","",1,0,0,0,1,0,0,"colla","","","","contr","","",0,0,1,1,1,1,1,1,1,1,"N","Y",7,7,0,7,5,5,10,"und","und","","und","und","und","und","",0,"","","","",99,99,99,99,99,10,1,0,1,0,1,0,1,1,1,0,1,1,8,8,4,1,"","","",NA
"231",266,"2021-10-08 10:25:53",9,"en",1890946649,"H5U74sHDOBWARBa","2021-10-08 10:12:22","2021-10-08 10:25:53","84.254.105.180","",7,"50ies","e",5,"Y",NA,3,9,9,5,2,"","Y","","","Y","",2,2,0,0,1,1,1,"contr","cons","","","cons","cons","cons",0,0,0,0,0,1,1,0,0,1,"N","N",7,7,0,7,0,0,7,"und","other","","und","","","und","",99,"","","","",7,0,0,0,0,8,1,0,1,0,1,1,1,0,0,0,1,1,98,98,98,1,"","","",NA
