Funding;Funding_Submitted;Funding_SuccessRate;FundingInstrumentGaLevel1;FundingInstrumentReporting;Grants;Grants_Submitted;Grants_SuccessRate;MainDisciplineLevel1;MainDisciplineLevel2;Year
371057.000000;754245.000000;0.492000;Careers;Marie Heim-Voegtlin grants;3;6;0.500000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2008
1733567.000000;9012456.000000;0.192400;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);1;3;0.333300;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2014
3807361.000000;13553747.000000;0.280900;Project funding;DORE project funding;25;74;0.337800;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2011
0.000000;6609712.000000;0.000000;Programmes;Horizon Europe Transitional Measures;0;4;0.000000;Biology and Medicine;General Biology;2015
1823841.000000;5406772.000000;0.337300;Careers;Eccellenza;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2018
0.000000;320196.000000;0.000000;Programmes;ProDoc;0;1;0.000000;Biology and Medicine;Clinical Medicine;2012
1562832.000000;16479115.000000;0.094800;Careers;SNSF Professorships;2;13;0.153800;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2010
1181773.000000;3266993.000000;0.361700;Careers;Fellowships;17;45;0.377800;Humanities and Social Sciences;Ethnology, social and human geography;2015
2730739.000000;5157049.000000;0.529500;Infrastructure;R'EQUIP;7;11;0.636400;Mathematics, Natural- and Engineering Sciences;Physics;2018
0.000000;1602644.000000;0.000000;Careers;SNSF Professorships;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2005
5109680.170000;13496131.230000;0.378600;Programmes;Sinergia;2;5;0.118400;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2018
4394385.000000;5736161.000000;0.766100;Infrastructure;R'EQUIP;17;19;0.894700;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2016
52280.000000;52600.000000;0.993900;Careers;Marie Heim-Voegtlin grants;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Physics;2005
937892.000000;1656931.000000;0.566000;Careers;Assistant Professor (AP) Energy Grants;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2015
602085.000000;832818.000000;0.722900;Science communication;Publication grants;33;40;0.825000;Humanities and Social Sciences;Linguistics and literature, philosophy;2011
0.000000;1454411.000000;0.000000;Programmes;Research partnership North/South;0;3;0.000000;Biology and Medicine;Basic Biological Research;2005
0.000000;328063.000000;0.000000;Programmes;Research partnership North/South;0;1;0.000000;Biology and Medicine;Basic Medical Sciences;2005
90630.000000;99910.000000;0.907100;Careers;International short research visits;12;13;0.923100;Humanities and Social Sciences;Linguistics and literature, philosophy;2015
40009.000000;80009.000000;0.500100;Infrastructure;R'EQUIP;1;1;1.000000;Humanities and Social Sciences;Psychology, educational studies;2017
66600.000000;95443.000000;0.697800;Science communication;Scientific Conferences;7;7;1.000000;Humanities and Social Sciences;Ethnology, social and human geography;2014
0.000000;238439.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;3;0.000000;Humanities and Social Sciences;Economics, law;2005
975000.000000;3423855.000000;0.284800;Programmes;SCOPES;6;19;0.315800;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2009
0.000000;341445.000000;0.000000;Programmes;Bridge - Proof of Concept;0;3;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2020
5032.000000;29032.000000;0.173300;Science communication;International Exploratory Workshops;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2007
32009224.000000;45970016.000000;0.696300;Project funding;Project funding (Div. I-III);99;110;0.900000;Mathematics, Natural- and Engineering Sciences;Physics;2008
1104550.000000;2214685.000000;0.498700;Careers;Fellowships;20;29;0.689700;Mathematics, Natural- and Engineering Sciences;Physics;2010
0.000000;838280.000000;0.000000;Programmes;NRP 52 Childhood, Youth and Intergenerational Relationships in a Changing Society;0;2;0.000000;Humanities and Social Sciences;Psychology, educational studies;2010
91600.000000;110950.000000;0.825600;Careers;International short research visits;6;8;0.750000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2009
16000.000000;27800.000000;0.575500;Science communication;International Exploratory Workshops;1;1;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2006
0.000000;855972.000000;0.000000;Careers;Ambizione;0;1;0.000000;Biology and Medicine;Experimental Medicine;2007
598293.000000;5608735.000000;0.106700;Careers;Ambizione;1;9;0.111100;Biology and Medicine;Clinical Medicine;2010
1191297.000000;9161354.000000;0.130000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);2;16;0.125000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2018
1164725.000000;1297353.000000;0.897800;Careers;Assistant Professor (AP) Energy Grants;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2016
44370.000000;89220.000000;0.497300;Careers;International short research visits;8;14;0.571400;Humanities and Social Sciences;Economics, law;2015
0.000000;450500.000000;0.000000;Programmes;Research partnership North/South;0;1;0.000000;Biology and Medicine;Social Medicine;2006
0.000000;670139.000000;0.000000;Programmes;Bridge - Discovery;0;2;0.000000;Biology and Medicine;Social Medicine;2017
61798.000000;229900.000000;0.268800;Careers;Marie Heim-Voegtlin grants;1;2;0.500000;Biology and Medicine;General Biology;2006
1170000.000000;3005000.000000;0.389400;Infrastructure;FLARE;2;4;0.500000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2014
21420.000000;21420.000000;1.000000;Science communication;International Exploratory Workshops;1;1;1.000000;Biology and Medicine;Basic Biological Research;2014
0.000000;716800.000000;0.000000;Programmes;NRP 64 Opportunities and Risks of Nanomaterials;0;1;0.000000;Humanities and Social Sciences;Economics, law;2010
676128.000000;2209194.000000;0.306100;Careers;SNSF Professorships;1;2;0.500000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2006
0.000000;10214383.000000;0.000000;Careers;EURYI (European Young Investigators);0;6;0.000000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2005
843303.000000;3980486.000000;0.211900;Programmes;Bilateral programmes;3;14;0.214300;Biology and Medicine;Experimental Medicine;2016
0.000000;2496262.000000;0.000000;Programmes;Research partnership North/South;0;6;0.000000;Humanities and Social Sciences;Economics, law;2008
0.000000;2553899.000000;0.000000;Careers;PRIMA;0;2;0.000000;Humanities and Social Sciences;Ethnology, social and human geography;2020
138564.000000;139164.000000;0.995700;Science communication;Scientific Exchanges;10;10;1.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2019
2415647.000000;4327650.000000;0.558200;Infrastructure;R'EQUIP;11;14;0.785700;Biology and Medicine;Basic Biological Research;2008
9200.000000;9200.000000;1.000000;Science communication;Scientific Exchanges;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2019
5319965.000000;10969120.000000;0.485000;Careers;Fellowships;64;130;0.492300;Biology and Medicine;Basic Biological Research;2020
180000.000000;180000.000000;1.000000;Careers;MD-PhD fellowships;1;1;1.000000;Biology and Medicine;Clinical Medicine;2017
11539538.000000;48063375.000000;0.240100;Careers;SNSF Professorships;10;33;0.303000;Biology and Medicine;Basic Biological Research;2007
447257.000000;447257.000000;1.000000;Programmes;ERA-NET;1;1;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2013
2127646.000000;9487839.000000;0.224200;Programmes;Sinergia;1;6;0.166700;Biology and Medicine;General Biology;2015
0.000000;9247463.000000;0.000000;Programmes;Bilateral programmes;0;34;0.000000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2009
886429.000000;3369346.000000;0.263100;Programmes;ProDoc;3;9;0.333300;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2010
91960.000000;220045.000000;0.417900;Science communication;Scientific Conferences;17;17;1.000000;Humanities and Social Sciences;Economics, law;2011
47840.000000;47840.000000;1.000000;Science communication;International Exploratory Workshops;4;4;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2013
493763.000000;718738.000000;0.687000;Infrastructure;Research Infrastructure;1;2;0.500000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2016
9350.000000;13760.000000;0.679500;Science communication;Publication grants;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2014
99690.000000;114540.000000;0.870400;Careers;International short research visits;8;9;0.888900;Biology and Medicine;Basic Biological Research;2008
4521517.000000;12037309.000000;0.375600;Careers;Fellowships;54;130;0.415400;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2017
14755282.000000;52028034.000000;0.283600;Project funding;Project funding (Div. I-III);47;141;0.333300;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2016
135000.000000;720350.000000;0.187400;Programmes;SCOPES;1;4;0.250000;Biology and Medicine;Basic Medical Sciences;2011
0.000000;556893.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;6;0.000000;Humanities and Social Sciences;Psychology, educational studies;2007
624763.000000;623478.000000;1.002100;Programmes;Promotion of Young Scientists (PROMYS) Gesuch;1;1;1.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2016
349791.000000;1881042.000000;0.186000;Careers;Ambizione;1;6;0.166700;Humanities and Social Sciences;Economics, law;2009
0.000000;3342240.000000;0.000000;Programmes;Horizon Europe Transitional Measures;0;2;0.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2014
3671309.000000;21158097.000000;0.173500;Careers;Ambizione;5;26;0.192300;Biology and Medicine;Basic Biological Research;2019
0.000000;292192.000000;0.000000;Programmes;Bridge - Discovery;0;1;0.000000;Biology and Medicine;Social Medicine;2018
1282025.000000;3643020.000000;0.351900;Careers;Fellowships;21;43;0.488400;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2005
0.000000;2325022.000000;0.000000;Programmes;NRP 75 Big Data;0;4;0.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2016
46029.000000;55210.000000;0.833700;Science communication;Open Access Article;28;33;0.848500;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2020
0.000000;45862.000000;0.000000;Science communication;Agora;0;1;0.000000;Humanities and Social Sciences;Economics, law;2020
1276664.000000;4962410.000000;0.257300;Programmes;SCOPES;6;23;0.260900;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2014
3828459.000000;18001879.000000;0.212700;Programmes;NRP 68 Sustainable Use of Soil as a Resource;9;35;0.257100;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2012
4183672.000000;11344222.000000;0.368800;Project funding;Project funding (Div. I-III);23;47;0.489400;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2005
2570517.000000;13214416.000000;0.194500;Careers;Ambizione;6;24;0.250000;Humanities and Social Sciences;Psychology, educational studies;2012
0.000000;3166835.000000;0.000000;Programmes;Bridge - Discovery;0;4;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2019
0.000000;292108.000000;0.000000;Project funding;Project funding (Div. I-III);0;1;0.000000;Biology and Medicine;Biology and Medicine;2005
598460.000000;8925790.000000;0.067000;Careers;Ambizione;1;15;0.066700;Biology and Medicine;Experimental Medicine;2013
638981.000000;1131833.000000;0.564600;Programmes;COST (European Cooperation in Science and Technology);2;4;0.500000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2018
95725.000000;196203.000000;0.487900;Science communication;Scientific Conferences;18;22;0.818200;Humanities and Social Sciences;Psychology, educational studies;2012
0.000000;84369.000000;0.000000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2019
2760170.000000;4895510.000000;0.563800;Project funding;DORE project funding;15;26;0.576900;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2008
606000.000000;606000.000000;1.000000;Infrastructure;Biolink funds;1;1;1.000000;Biology and Medicine;Basic Biological Research;2019
3150603.000000;15627299.000000;0.201600;Programmes;Bridge - Discovery;2;13;0.153800;Mathematics, Natural- and Engineering Sciences;Physics;2017
5168863.000000;8241860.000000;0.627100;Careers;Fellowships;74;89;0.831500;Biology and Medicine;Basic Biological Research;2008
198551.000000;768564.000000;0.258300;Careers;Ambizione;1;2;0.500000;Biology and Medicine;Social Medicine;2016
24540.000000;31610.000000;0.776300;Science communication;International Exploratory Workshops;2;3;0.666700;Humanities and Social Sciences;Psychology, educational studies;2017
684000.000000;3749865.000000;0.182400;Project funding;Project funding (Div. I-III);3;12;0.250000;Biology and Medicine;Social Medicine;2008
287725.000000;1151703.000000;0.249800;Project funding;Spark;3;12;0.250000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2020
0.000000;162280.000000;0.000000;Science communication;Agora;0;1;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2019
124032.000000;248064.000000;0.500000;Programmes;NRP 51 Social Integration and Social Exclusion;1;2;0.500000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2006
1800000.000000;7088725.000000;0.253900;Programmes;Sinergia;1;4;0.250000;Biology and Medicine;Clinical Medicine;2013
16970.000000;101320.000000;0.167500;Science communication;Scientific Conferences;4;4;1.000000;Biology and Medicine;Experimental Medicine;2009
0.000000;291112.000000;0.000000;Programmes;NRP 72 Antimicrobial Resistance;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2017
174356.000000;505132.000000;0.345200;Careers;Marie Heim-Voegtlin grants;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Physics;2009
21441587.000000;55516508.000000;0.386200;Project funding;Project funding (Div. I-III);52;117;0.444400;Biology and Medicine;Experimental Medicine;2010
0.000000;559196.000000;0.000000;Careers;Assistant Professor (AP) Energy Grants;0;1;0.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2014
0.000000;1671759.000000;0.000000;Programmes;Bilateral programmes;0;5;0.000000;Biology and Medicine;Experimental Medicine;2009
1756600.000000;4184168.000000;0.419800;Infrastructure;R'EQUIP;6;15;0.400000;Biology and Medicine;Basic Biological Research;2019
0.000000;1180460.000000;0.000000;Programmes;Bilateral programmes;0;6;0.000000;Humanities and Social Sciences;Economics, law;2019
22496298.000000;71298153.000000;0.315500;Project funding;Project funding (Div. I-III);68;185;0.367600;Biology and Medicine;Clinical Medicine;2011
0.000000;3433713.000000;0.000000;Programmes;Sinergia;0;2;0.000000;Humanities and Social Sciences;Psychology, educational studies;2015
249952.000000;998025.000000;0.250400;Programmes;Bilateral programmes;1;4;0.250000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2014
125000.000000;589940.000000;0.211900;Infrastructure;R'EQUIP;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2013
4203150.000000;11831312.000000;0.355300;Careers;Ambizione;8;25;0.320000;Biology and Medicine;Basic Biological Research;2009
0.000000;500000.000000;0.000000;Programmes;SPIRIT;0;1;0.000000;Biology and Medicine;Social Medicine;2020
296759.000000;4638437.000000;0.064000;Project funding;Spark;3;49;0.061200;Biology and Medicine;Clinical Medicine;2020
4489539.000000;16466531.000000;0.272600;Careers;Ambizione;8;30;0.266700;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2016
35520.000000;35520.000000;1.000000;Careers;International short research visits;4;4;1.000000;Biology and Medicine;Basic Biological Research;2017
0.000000;846710.000000;0.000000;Programmes;Research partnership North/South;0;2;0.000000;Humanities and Social Sciences;Psychology, educational studies;2005
349860.000000;699386.000000;0.500200;Programmes;Bilateral programmes;1;2;0.500000;Humanities and Social Sciences;Ethnology, social and human geography;2016
229320.000000;854932.000000;0.268200;Programmes;Bilateral programmes;1;4;0.250000;Humanities and Social Sciences;Economics, law;2013
1121640.000000;2153180.000000;0.520900;Careers;Assistant Professor (AP) Energy Grants;2;3;0.666700;Humanities and Social Sciences;Economics, law;2017
8000.000000;8000.000000;1.000000;Science communication;Publication grants;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2009
220930.000000;1193270.000000;0.185100;Careers;Doc.CH (until 2020);1;7;0.142900;Humanities and Social Sciences;Ethnology, social and human geography;2013
1230630.000000;8367594.000000;0.147100;Careers;Ambizione;3;19;0.157900;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2015
423295.000000;626391.000000;0.675800;Infrastructure;R'EQUIP;2;2;1.000000;Biology and Medicine;Clinical Medicine;2008
358028.000000;1058717.000000;0.338200;Careers;Ambizione;1;3;0.333300;Biology and Medicine;Experimental Medicine;2005
12017062.000000;29778073.000000;0.403600;Project funding;Project funding (Div. I-III);30;79;0.379700;Biology and Medicine;General Biology;2011
7250.000000;20250.000000;0.358000;Careers;International short research visits;1;3;0.333300;Biology and Medicine;General Biology;2006
1150958.000000;2648906.000000;0.434500;Programmes;SPIRIT;3;6;0.500000;Biology and Medicine;Basic Biological Research;2020
41996.000000;41996.000000;1.000000;Science communication;Scientific Exchanges;4;4;1.000000;Biology and Medicine;Social Medicine;2019
1486830.000000;6721575.000000;0.221200;Programmes;NRP 62 Smart Materials;4;15;0.266700;Mathematics, Natural- and Engineering Sciences;Chemistry;2009
2847914.000000;19824373.000000;0.143700;Programmes;Sinergia;3;17;0.176500;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2012
545705.000000;796043.000000;0.685500;Science communication;Publication grants;35;46;0.760900;Humanities and Social Sciences;Linguistics and literature, philosophy;2007
2613112.000000;9530321.000000;0.274200;Careers;Doc.CH (until 2020);12;47;0.255300;Humanities and Social Sciences;Linguistics and literature, philosophy;2019
198606.000000;391710.000000;0.507000;Science communication;Agora;1;2;0.500000;Biology and Medicine;Basic Medical Sciences;2014
676999.000000;7152215.000000;0.094700;Careers;Ambizione;2;13;0.153800;Biology and Medicine;General Biology;2012
420000.000000;508931.000000;0.825300;Programmes;NRP 68 Sustainable Use of Soil as a Resource;1;1;1.000000;Biology and Medicine;Basic Biological Research;2012
0.000000;2446474.000000;0.000000;Careers;PRIMA;0;2;0.000000;Biology and Medicine;Social Medicine;2020
1947850.000000;2825341.000000;0.689400;Careers;Fellowships;29;35;0.828600;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2008
39600.000000;41600.000000;0.951900;Science communication;DORE conferences;7;7;1.000000;Humanities and Social Sciences;Psychology, educational studies;2008
4321158.000000;17377877.000000;0.248700;Careers;SNSF Professorships;4;12;0.333300;Biology and Medicine;Experimental Medicine;2011
0.000000;335000.000000;0.000000;Programmes;NRP 71 Managing Energy Consumption;0;1;0.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2014
812348.000000;10936627.000000;0.074300;Careers;SNSF Professorships;2;10;0.200000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2009
1192109.000000;1751257.000000;0.680700;Programmes;COST (European Cooperation in Science and Technology);4;6;0.666700;Biology and Medicine;Basic Biological Research;2020
510000.000000;692816.000000;0.736100;Programmes;ERA-NET;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2018
46300.000000;76662.000000;0.603900;Science communication;Scientific Conferences;6;6;1.000000;Humanities and Social Sciences;Ethnology, social and human geography;2016
495456.000000;993456.000000;0.498700;Programmes;SPIRIT;1;2;0.500000;Humanities and Social Sciences;Psychology, educational studies;2020
0.000000;389120.000000;0.000000;Programmes;NRP 74 Smarter Health Care;0;1;0.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2016
1422141.000000;9362502.000000;0.151900;Careers;PRIMA;1;7;0.142900;Mathematics, Natural- and Engineering Sciences;Physics;2019
0.000000;421800.000000;0.000000;Programmes;NRP 78 Covid-19;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2020
8000.000000;22500.000000;0.355600;Science communication;Scientific Conferences;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2005
5985002.000000;41184819.000000;0.145300;Programmes;Horizon Europe Transitional Measures;3;20;0.150000;Mathematics, Natural- and Engineering Sciences;Physics;2015
5000.000000;6345.000000;0.788000;Science communication;Scientific Conferences;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2007
0.000000;560805.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;4;0.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2011
11342457.000000;24905180.000000;0.455400;Careers;SNSF Professorships;9;19;0.473700;Mathematics, Natural- and Engineering Sciences;Physics;2011
701170.000000;3092699.000000;0.226700;Programmes;Research partnership North/South;2;9;0.222200;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2005
252567.000000;252567.000000;1.000000;Programmes;NRP 78 Covid-19;1;1;1.000000;Humanities and Social Sciences;Ethnology, social and human geography;2020
0.000000;500000.000000;0.000000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2016
178520.000000;198520.000000;0.899300;Science communication;Agora;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Physics;2016
391369.000000;2771978.000000;0.141200;Programmes;Research partnership North/South;1;7;0.142900;Humanities and Social Sciences;Economics, law;2005
0.000000;2402317.500000;0.000000;Programmes;Sinergia;0;1;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2016
144100.000000;148073.000000;0.973200;Science communication;Scientific Exchanges;9;11;0.818200;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2018
1791799.000000;15765900.000000;0.113700;Careers;PRIMA;2;14;0.142900;Humanities and Social Sciences;Linguistics and literature, philosophy;2018
2113200.000000;4781346.000000;0.442000;Careers;Fellowships;40;59;0.678000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2009
1275301.000000;6296597.000000;0.202500;Careers;Ambizione;4;15;0.266700;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2013
679757.000000;3411609.000000;0.199200;Programmes;Research partnership North/South;2;9;0.222200;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2005
851769.000000;2469823.000000;0.344900;Careers;Doc.CH (until 2020);5;14;0.357100;Humanities and Social Sciences;Psychology, educational studies;2013
0.000000;8000.000000;0.000000;Science communication;Agora;0;1;0.000000;Biology and Medicine;Clinical Medicine;2014
1498216.000000;13382172.000000;0.112000;Programmes;Horizon Europe Transitional Measures;1;8;0.125000;Mathematics, Natural- and Engineering Sciences;Chemistry;2014
4095590.000000;10914311.000000;0.375200;Project funding;Project funding (Div. I-III);17;33;0.515200;Humanities and Social Sciences;Ethnology, social and human geography;2009
240000.000000;1423950.000000;0.168500;Programmes;SCOPES;1;7;0.142900;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2014
2601103.000000;9557703.000000;0.272100;Programmes;NRP 73 Sustainable Economy;4;15;0.266700;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2017
2256135.000000;4046684.000000;0.557500;Careers;Fellowships;32;62;0.516100;Humanities and Social Sciences;Psychology, educational studies;2013
38435.000000;50320.000000;0.763800;Careers;International short research visits;5;6;0.833300;Mathematics, Natural- and Engineering Sciences;Mathematics;2013
18660.000000;18660.000000;1.000000;Careers;International short research visits;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2008
3883205.000000;8316458.000000;0.466900;Careers;SNSF Professorships;4;7;0.571400;Mathematics, Natural- and Engineering Sciences;Mathematics;2017
10530.000000;12030.000000;0.875300;Careers;International short research visits;2;2;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2013
3500.000000;18030.000000;0.194100;Careers;International short research visits;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Mathematics;2015
9510.000000;11010.000000;0.863800;Careers;International short research visits;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2011
2369574.000000;6891849.000000;0.343800;Programmes;Enlargement contribution;7;17;0.411800;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2012
11590.000000;23570.000000;0.491700;Science communication;International Exploratory Workshops;1;2;0.500000;Biology and Medicine;Clinical Medicine;2014
0.000000;1673460.000000;0.000000;Careers;EURYI (European Young Investigators);0;1;0.000000;Biology and Medicine;General Biology;2007
450000.000000;575596.000000;0.781800;Infrastructure;Research Infrastructure;1;1;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2020
2750721.000000;9616241.000000;0.286000;Careers;Doc.CH (until 2020);14;46;0.304300;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2016
13077889.000000;35221360.000000;0.371300;Project funding;Project funding (Div. I-III);46;107;0.429900;Humanities and Social Sciences;Linguistics and literature, philosophy;2011
49079.000000;258177.000000;0.190100;Careers;Marie Heim-Voegtlin grants;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2011
1281101.000000;1386847.000000;0.923800;Programmes;ProDoc;5;5;1.000000;Humanities and Social Sciences;Psychology, educational studies;2007
36920.000000;36920.000000;1.000000;Science communication;International Exploratory Workshops;3;3;1.000000;Humanities and Social Sciences;Ethnology, social and human geography;2016
2551197.000000;10568226.000000;0.241400;Careers;Ambizione;7;19;0.368400;Biology and Medicine;Clinical Medicine;2012
0.000000;28000.000000;0.000000;Science communication;International Exploratory Workshops;0;1;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2009
0.000000;445000.000000;0.000000;Infrastructure;R'EQUIP;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2018
161853.000000;161853.000000;1.000000;Science communication;Scientific Exchanges;11;11;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2019
5079050.000000;15913765.000000;0.319200;Programmes;NRP 76 Welfare and coercion;10;32;0.312500;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2018
18600.000000;32590.000000;0.570700;Science communication;Scientific Conferences;3;3;1.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2017
88090.000000;88090.000000;1.000000;Science communication;International Exploratory Workshops;9;9;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2012
0.000000;80000.000000;0.000000;Programmes;SCOPES;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2007
0.000000;192120.000000;0.000000;Science communication;Agora;0;1;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2017
2130217.000000;18518486.000000;0.115000;Careers;SNSF Professorships;2;15;0.133300;Humanities and Social Sciences;Economics, law;2016
1692717.000000;3559894.000000;0.475500;Infrastructure;R'EQUIP;5;11;0.454500;Mathematics, Natural- and Engineering Sciences;Chemistry;2019
549368.000000;1592615.000000;0.344900;Careers;Ambizione;2;4;0.500000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2012
3137351.000000;6439653.000000;0.487200;Programmes;NRP 73 Sustainable Economy;5;11;0.454500;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2017
13629811.000000;25006211.000000;0.545100;Project funding;Project funding (Div. I-III);39;62;0.629000;Mathematics, Natural- and Engineering Sciences;Mathematics;2015
192138.000000;3818971.000000;0.050300;Programmes;Sinergia;1;3;0.333300;Humanities and Social Sciences;Ethnology, social and human geography;2015
34775.000000;34775.000000;1.000000;Careers;International short research visits;3;3;1.000000;Biology and Medicine;Basic Medical Sciences;2006
