"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"202",232,"2021-10-07 10:50:25",9,"en",1031287718,"NFlnn1R9u3DmxYe","2021-10-07 10:12:46","2021-10-07 10:50:25","178.38.178.85","","9","50 to 59","> 15 years","6","Yes",NA,"6","10..fully","6","7","to a large extent","Yes","No","No","Yes","No","","quite centrally","no","no","no","","only marginally","only marginally","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","false","false","true","true","true","yes","yes","yes","no","no","No","Yes","8","3","8","9","0..not at all","8","9","changing behaviour","other","other","changing attitude","","changing behaviour","changing understanding","","2","N/A","N/A","N/A","","4","1","3","3","5","2","yes","no","no","no","yes","yes","yes","no","no","no","no","yes","7","5","5","no","","Here two examples:
- In collaboration with the Bioscope in Geneva, we have built teaching modules (https://scienscope.unige.ch/bioscope/ateliers/atelier-15/ and https://scienscope.unige.ch/bioscope/ateliers/atelier-14/) for kids and adolescents.
- We have also published a brochure explaining the importance of sleep for physical and mental health and how to preserve sleep. This brochure is used by teachers, and health practitioners (school nurses and physicians).","I found that several of the items proposed in the survey were not easy to assess. This is due partly to the fact that the SNF project selected is related to a set of other research projects and surveys that we have been and are still currently conducting in the lab, and which pertain to the impact of sleep curtailment in various populations (from kids to adults) and caused by the use of smartphones etc. In addition, the selected project uncovers neuroscience mechanisms underlying memory consolidation occurring during sleep. As such, it provides scientific evidence advocating for the crucial role of sleep in learning, academic achievement, etc. which we have also been assessing in other projects through collection of data in schools etc. In other words, the social innovation value of this project cannot be evaluated separately from others companion projects.",NA
"203",233,"2021-10-07 10:46:46",9,"en",1363233908,"GzrLtWWf7N08gmj","2021-10-07 10:37:58","2021-10-07 10:46:46","2a02:8440:5341:b3a9:8c9b:6ecf:b13b:1a09","","8","50 to 59","> 15 years","3","Yes",NA,"","10..fully","10..fully","8","to a large extent","No","No","No","Yes","Yes","","only marginally","no","no","no","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","","","","false","false","false","false","false","yes","yes","no","no","no","No","No","3","1","3","0..not at all","0..not at all","0..not at all","3","changing understanding","","changing awareness","","","","changing awareness","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","5","5","yes","no","yes","no","yes","yes","yes","yes","yes","yes","no","yes","","","","no","","","",NA
"204",234,"2021-10-07 10:51:53",9,"en",707277374,"ZEjfsWmgaw9QdhK","2021-10-07 10:39:52","2021-10-07 10:51:53","130.92.75.112","","5","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","10..fully","to a large extent","No","No","No","Yes","No","","quite centrally","no","no","no","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","false","false","true","false","false","yes","yes","no","yes","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","8","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","7","yes","no","yes","no","no","no","yes","yes","","no","no","no","","","","yes","","","",NA
"205",235,"2021-10-07 10:49:17",9,"en",133552319,"q3P8MN2uq9ZzuQV","2021-10-07 10:42:30","2021-10-07 10:49:17","195.176.32.144","","0..not experienced at all","40 to 49","> 15 years","2","Yes",NA,"","7","7","3","to a minor extent","No","No","No","No","Yes","","only marginally","no","no","no","no","only marginally","no","consultative (provide information via interviews, online questionnaires, etc.)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","true","false","false","yes","no","no","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","7","","","","","","","changing behaviour","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","yes","no","yes","no","yes","no","yes","no","no","no","no","no","","","","no","","","",NA
"206",236,"2021-10-07 10:55:45",9,"en",1290720443,"CbxycipFz2EEr5d","2021-10-07 10:46:13","2021-10-07 10:55:45","129.129.206.100","","2","50 to 59","> 15 years","1","Yes",NA,"","10..fully","2","4","to a minor extent","No","No","No","Yes","Yes","","quite centrally","only marginally","no","no","only marginally","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","false","false","true","false","false","yes","yes","yes","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","3","0..not at all","yes","yes","yes","no","no","yes","yes","yes","yes","no","no","yes","","","","no","","","",NA
"207",237,"2021-10-07 11:04:30",9,"en",947119541,"UpaqrnqSr2xSwvC","2021-10-07 10:56:40","2021-10-07 11:04:30","85.3.177.201","","7","60 to 69","> 15 years","3","Yes",NA,"","10..fully","10..fully","8","to a minor extent","No","No","Yes","No","No","","only marginally","no","no","no","no","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","false","false","true","false","false","yes","yes","no","no","yes","No","No","7","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","8","changing attitude","","","","","","changing awareness","","Not applicable","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","5","yes","no","yes","no","yes","no","no","no","no","no","no","no","7","5","","yes","","","",NA
"208",238,"2021-10-07 11:16:47",9,"en",2067113741,"HX7daRCAamLj0Se","2021-10-07 11:11:52","2021-10-07 11:16:47","128.179.177.95","","9","60 to 69","> 15 years","8","Yes",NA,"8","9","9","3","no","No","No","No","No","No","useful invention","quite centrally","no","no","no","only marginally","no","only marginally","co-created (collaborative + participated in designing study and/or determining objectives)","","","","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","yes","yes","no","no","no","No","Yes","6","1","1","6","1","3","9","changing understanding","","","changing understanding","","changing understanding","changing understanding","","0..not at all","N/A","N/A","N/A","","1","1","7","1","7","9","yes","","yes","","","","yes","","","","","yes","10..very highly scalable","7","9","no","","","",NA
"209",239,"2021-10-07 12:04:25",9,"en",1674247349,"Ri079JhTLxb2rBN","2021-10-07 11:58:13","2021-10-07 12:04:25","185.225.93.10","","6","40 to 49","11-15 years","4","Yes",NA,"","5","6","8","to a large extent","No","No","No","Yes","No","","quite centrally","only marginally","no","no","no","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","consultative (provide information via interviews, online questionnaires, etc.)","","true","false","true","false","false","yes","yes","yes","no","yes","Yes","Yes","9","5","6","7","3","2","8","changing behaviour","changing awareness","changing attitude","changing awareness","changing awareness","","changing behaviour","","7","Yes","No","No","","7","2","6","9","7","8","yes","yes","yes","no","yes","yes","no","no","no","yes","yes","yes","8","7","6","yes","","","",NA
"210",240,"2021-10-07 12:22:24",9,"en",9926154,"DdA1CgGkllTTn71","2021-10-07 12:15:15","2021-10-07 12:22:24","129.194.129.122","","2","50 to 59","> 15 years","4","Yes",NA,"","10..fully","9","8","to a minor extent","No","No","No","Yes","No","","only marginally","only marginally","no","only marginally","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","","","false","false","true","false","false","yes","yes","no","no","yes","No","No","5","4","3","5","2","2","9","changing understanding","changing understanding","changing understanding","changing understanding","","","changing awareness","","2","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","6","yes","no","yes","no","no","no","yes","no","no","yes","no","no","6","3","Not applicable","yes","","","",NA
"211",241,"2021-10-07 12:45:32",9,"en",1162872386,"zcdfR7Y87OV5zd8","2021-10-07 12:39:06","2021-10-07 12:45:32","130.223.152.174","","5","60 to 69","> 15 years","2","Yes",NA,"","10..fully","5","5","no","No","No","No","Yes","No","","only marginally","","","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","","","","","","yes","yes","no","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","no","no","no","no","yes","no","yes","no","no","no","","","","no","","","",NA
"212",242,"2021-10-07 12:54:48",9,"en",1721687635,"ajlhqDNnhd5Jckc","2021-10-07 12:41:23","2021-10-07 12:54:48","147.86.223.249","","","40 to 49","> 15 years","7","Yes",NA,"5","10..fully","10..fully","4","no","Yes","No","No","No","No","","only marginally","no","quite centrally","quite centrally","no","no","quite centrally","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","yes","no","no","no","yes","No","Yes","0..not at all","0..not at all","0..not at all","5","0..not at all","5","7","","","","changing awareness","","changing awareness","other","","Not applicable","N/A","N/A","N/A","","3","1","9","0..not at all","7","9","yes","yes","yes","no","no","no","yes","no","no","no","no","no","0..not scalable at all","0..not scalable at all","0..not scalable at all","yes","","","",NA
"213",244,"2021-10-07 13:41:30",9,"en",754070325,"t3rQwXl3f9sHW2I","2021-10-07 13:27:51","2021-10-07 13:41:30","84.72.196.252","","7","40 to 49","11-15 years","4","Yes",NA,"","4","5","6","to a minor extent","No","No","No","Yes","No","","quite centrally","only marginally","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","false","false","true","false","false","yes","no","no","no","no","Yes","No","7","3","3","4","1","1","6","other","changing awareness","other","changing awareness","","","changing understanding","Changing the options of cancer treatment of patients and their quality of life.","0..not at all","N/A","N/A","N/A","","4","0..not at all","4","1","4","6","yes","no","no","no","no","no","yes","yes","no","yes","no","no","5","2","2","yes","","","No.
I have not entirely understood the questions of this survey and I don't believe my answers are always precise because most of the questions do not apply to my project.",NA
"214",246,"2021-10-07 13:46:55",9,"en",437842370,"dfz2v9UYUUPZsfc","2021-10-07 13:39:30","2021-10-07 13:46:55","89.206.112.14","","6","50 to 59","> 15 years","6","Yes",NA,"4","7","7","9","to a large extent","Yes","No","No","No","No","","only marginally","no","no","only marginally","only marginally","only marginally","only marginally","collaborative (contributory + interpreting data and/or drawing conclusions)","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","true","false","true","true","true","yes","yes","yes","no","yes","Yes","Yes","10..to a high degree","4","7","9","0..not at all","4","10..to a high degree","changing behaviour","changing understanding","changing behaviour","changing behaviour","","changing attitude","changing awareness","","6","No","Yes","No","","9","5","Not applicable","10..full extent","9","10..full extent","yes","yes","yes","no","yes","yes","yes","yes","yes","no","yes","yes","9","7","3","yes","","","",NA
"215",247,"2021-10-07 13:48:41",9,"en",1992719120,"Dh75T8nHzeVauu8","2021-10-07 13:43:50","2021-10-07 13:48:41","2001:8e0:2193:b600:38ea:e346:bc56:a8ec","","3","50 to 59","> 15 years","8","Yes",NA,"8","9","9","8","to a large extent","Yes","Yes","No","No","No","","only marginally","quite centrally","no","quite centrally","only marginally","quite centrally","only marginally","collaborative (contributory + interpreting data and/or drawing conclusions)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","co-created (collaborative + participated in designing study and/or determining objectives)","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","co-created (collaborative + participated in designing study and/or determining objectives)","true","true","true","true","false","yes","yes","no","no","no","Yes","Yes","8","8","6","7","0..not at all","9","9","changing behaviour","changing behaviour","changing behaviour","changing behaviour","","changing behaviour","other","","9","No","No","No","","8","9","9","8","9","10..full extent","yes","no","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","9","8","9","yes","","","",NA
"216",248,"2021-10-07 14:17:47",9,"en",299342392,"KiVLqJHaYemmpvl","2021-10-07 13:56:21","2021-10-07 14:17:47","2001:171b:c9ad:b000:55d1:93f2:547f:4b04","","9","60 to 69","> 15 years","2","Yes",NA,"","3","5","10..fully","to a large extent","Yes","No","No","Yes","Yes","","quite centrally","no","no","no","no","no","quite centrally","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","true","true","true","true","false","yes","yes","yes","yes","yes","No","No","10..to a high degree","5","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","changing awareness","changing understanding","","","","","changing understanding","","2","N/A","N/A","N/A","","0..not at all","0..not at all","2","2","8","2","yes","no","yes","","no","no","yes","no","yes","yes","no","yes","10..very highly scalable","5","5","yes","","Meanwhile project results have led to two patents and licensing the latter to a biotech startup. ","Surprisingly, developing this research project has led to a change of focus and aproach from basic sciences towards applied sciences.",NA
"217",249,"2021-10-07 14:11:20",9,"en",1221355908,"mSHGgVzXbBYQjSC","2021-10-07 14:06:11","2021-10-07 14:11:20","51.154.97.120","","1","50 to 59","> 15 years","1","Yes",NA,"","0..not at all","0..not at all","0..not at all","no","No","No","No","No","No","","only marginally","no","no","no","no","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","yes","yes","yes","no","no","No","No","0..not at all","0..not at all","0..not at all","1","0..not at all","0..not at all","9","","","","","","","changing understanding","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","yes","yes","yes","no","yes","yes","yes","no","yes","no","no","no","","","","yes","","","",NA
"218",250,"2021-10-07 14:19:25",9,"en",464097542,"gisJTQgt95Z92wi","2021-10-07 14:11:14","2021-10-07 14:19:25","130.92.46.165","","9","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","7","8","to a minor extent","Yes","No","No","No","No","","only marginally","no","quite centrally","quite centrally","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","true","true","false","true","true","yes","no","no","no","yes","Yes","Yes","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","4","4","10..full extent","3","9","8","yes","yes","no","no","yes","no","no","no","no","no","no","no","","","","no","","","",NA
"219",251,"2021-10-07 14:43:19",9,"en",1913817094,"Nkw6irwyaIW5W78","2021-10-07 14:28:50","2021-10-07 14:43:19","130.60.152.231","","5","40 to 49","11-15 years","2","Yes",NA,"","8","5","7","to a minor extent","No","No","No","Yes","No","","quite centrally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","false","false","true","false","false","yes","no","no","no","no","No","No","1","1","1","1","1","1","8","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","1","1","1","1","1","1","yes","no","yes","no","no","no","yes","no","no","no","no","no","","","","yes","","","",NA
"220",252,"2021-10-07 14:47:05",9,"en",1624020100,"dCvsPKNHdxYC1Kw","2021-10-07 14:32:49","2021-10-07 14:47:05","130.92.214.237","","6","50 to 59","> 15 years","0..not at all","Yes",NA,"","2","0..not at all","2","to a minor extent","No","No","No","Yes","No","","only marginally","only marginally","no","no","no","no","only marginally","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","false","false","true","false","false","yes","yes","yes","yes","yes","No","No","0..not at all","0..not at all","0..not at all","1","0..not at all","0..not at all","8","","","","","","","changing awareness","","3","No","No","No","increased awareness of zoonotic infections","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","no","yes","no","yes","no","no","no","no","yes","","","","yes","","We studied the host tropism of human and camel coronaviruses and observed that camel coronaviruses can infect human cells but not primary human lung epithelia. This shows that beside a cellular receptor there're additional barriers for zoonotic transmission of viruses.","",NA
"221",253,"2021-10-07 15:04:42",9,"en",1203704352,"MERiopFkG9w96Gz","2021-10-07 14:55:36","2021-10-07 15:04:42","129.194.145.233","","8","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","4","4","no","No","No","No","No","No","","no","no","no","no","no","only marginally","no","","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","no","no","no","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","8","yes","no","yes","no","no","no","yes","no","yes","no","no","yes","","","","no","","","",NA
"222",254,"2021-10-07 15:09:14",9,"en",1355596053,"nGdVleG35zWfQ7L","2021-10-07 15:03:13","2021-10-07 15:09:14","130.223.253.253","","1","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","","","no","No","No","No","No","No","Curiosity","only marginally","no","no","no","no","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","yes","yes","no","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","yes","yes","no","yes","no","yes","no","yes","no","no","no","","","","no","","","",NA
"223",255,"2021-10-07 16:39:12",9,"en",1110771676,"7m4xhW7YqCPlKQP","2021-10-07 16:09:53","2021-10-07 16:39:12","195.176.241.244","","8","40 to 49","> 15 years","5","Yes",NA,"8","10..fully","10..fully","10..fully","to a large extent","Yes","No","No","No","No","specific professionnal problem","quite centrally","no","no","only marginally","no","no","quite centrally","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","consultative (provide information via interviews, online questionnaires, etc.)","","","collaborative (contributory + interpreting data and/or drawing conclusions)","true","true","true","true","true","yes","no","no","no","no","No","No","","0..not at all","5","5","0..not at all","2","8","","","other","changing understanding","","","changing understanding","Changing the way the specific group can be seen and recognized, in other words valued","2","N/A","N/A","N/A","","5","5","10..full extent","2","10..full extent","10..full extent","yes","yes","yes","no","no","yes","yes","no","no","yes","yes","no","5","5","5","yes","","","",NA
"224",256,"2021-10-07 16:27:10",9,"en",1761847068,"sk4GFNxnsuYNEqz","2021-10-07 16:19:25","2021-10-07 16:27:10","130.60.110.15","","7","60 to 69","> 15 years","0..not at all","Yes",NA,"","0..not at all","0..not at all","3","to a minor extent","No","No","No","Yes","No","","quite centrally","no","only marginally","no","only marginally","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","false","false","true","false","false","yes","no","no","no","no","No","No","3","0..not at all","1","0..not at all","2","0..not at all","8","changing awareness","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","8","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","","","","no","","","",NA
"225",257,"2021-10-07 16:51:13",9,"en",2073469714,"aWb9PQbnxEuXSNP","2021-10-07 16:34:29","2021-10-07 16:51:13","2001:1715:9d9a:9bc0:5889:f217:bcf:cc54","","8","50 to 59","> 15 years","5","Yes",NA,"8","10..fully","8","6","no","No","No","No","Yes","No","","quite centrally","only marginally","no","no","no","only marginally","no","co-created (collaborative + participated in designing study and/or determining objectives)","consultative (provide information via interviews, online questionnaires, etc.)","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","yes","yes","no","no","no","No","No","1","3","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","changing understanding","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..full extent","yes","yes","yes","no","yes","yes","yes","no","no","no","yes","yes","","","","no","","","",NA
"226",259,"2021-10-07 19:04:09",9,"en",61582904,"ONSrzv6qIxphBR5","2021-10-07 18:52:20","2021-10-07 19:04:09","178.197.221.213","","9","50 to 59","> 15 years","5","Yes",NA,"9","10..fully","8","9","to a large extent","No","No","No","Yes","No","","quite centrally","only marginally","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","true","true","","false","true","yes","yes","no","yes","no","No","Yes","5","5","0..not at all","0..not at all","0..not at all","3","10..to a high degree","changing awareness","changing awareness","","","","changing attitude","changing awareness","","2","N/A","N/A","N/A","","3","0..not at all","0..not at all","1","10..full extent","9","yes","no","yes","no","no","yes","yes","no","no","yes","yes","no","10..very highly scalable","10..very highly scalable","5","no","","","",NA
"227",261,"2021-10-07 21:31:43",9,"en",530131195,"kX3M1W0sxg7nQj2","2021-10-07 21:10:06","2021-10-07 21:31:43","86.220.77.253","","6","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","5","0..not at all","to a minor extent","No","No","No","No","Yes","collaboration between different regions in Switzerland and worldwide, collaboration with theorists, discovery of different conceptual or technical solutions","quite centrally","no","no","only marginally","no","only marginally","only marginally","co-created (collaborative + participated in designing study and/or determining objectives)","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","false","false","false","false","true","yes","yes","yes","yes","yes","No","Yes","2","2","2","1","0..not at all","5","10..to a high degree","","","","","","changing awareness","changing understanding","","3","No","No","No","made it clear to SNF and SERI that the neutrino long baseline physics was important for an issue deeply essential for understading the very existence of the Universe.","","2","0..not at all","0..not at all","5","10..full extent","yes","yes","yes","yes","no","yes","yes","yes","no","no","yes","yes","10..very highly scalable","I don't know","Not applicable","yes","","The research in question, neutrino oscillations and the possible matter-antimatter asymmetry that happens to it, is a very good tool of communication. It is a text book and rather unique  example of quantum mechanics operating at macroscopic scales. The collaboration involved considerable travel to Japan for collaborative work and as such generated considerable cross-cultural interest. The collaboration with theorists allowed to understand the great impact  of this research and possible extensions in other physics experiments using very different techniques (colliders).  We organized several public events with full auditoriums including young children and their parents, older people of all social classes asking absolutely fantastic questions.  ","This particular program was a great success!",NA
"228",263,"2021-10-08 08:28:36",9,"en",1351038022,"FNH48sdc5B3kMEX","2021-10-08 07:42:10","2021-10-08 08:28:36","2a02:120b:c3f1:4990:f8d0:6404:1b3d:9531","","4","50 to 59","> 15 years","6","Yes",NA,"3","10..fully","10..fully","0..not at all","no","No","No","No","No","Yes","","only marginally","no","no","no","only marginally","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","","yes","yes","yes","no","no","No","No","0..not at all","2","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","2","0..not at all","0..not at all","0..not at all","2","5","yes","no","yes","no","no","no","yes","no","yes","yes","no","no","","","","yes","","","",NA
"229",264,"2021-10-08 10:48:57",9,"en",493093892,"HYPhaxRFvLUn7BP","2021-10-08 09:31:31","2021-10-08 10:48:57","2a02:120b:c3d0:9d20:dcae:a0b1:7e25:2e6b","","5","70 or older","> 15 years","10..fully","Yes",NA,"8","10..fully","10..fully","7","to a large extent","Yes","No","No","No","No","","quite centrally","quite centrally","quite centrally","","only marginally","","","co-created (collaborative + participated in designing study and/or determining objectives)","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","true","","no","no","no","no","no","Yes","Yes","","","","","","5","","","","","","","changing awareness","","","3","No","No","No","","5","5","10..full extent","1","10..full extent","5","no","yes","yes","no","no","yes","yes","no","no","no","yes","no","5","5","3","no","","","",NA
"230",265,"2021-10-08 10:02:10",9,"en",1961383106,"NbUu9rvEChbMw8p","2021-10-08 09:52:56","2021-10-08 10:02:10","129.194.151.235","","1","50 to 59","> 15 years","1","Yes",NA,"","10..fully","10..fully","7","to a minor extent","No","No","Yes","No","No","","only marginally","no","no","no","only marginally","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","false","false","true","true","true","yes","yes","yes","yes","yes","No","Yes","7","7","0..not at all","7","5","5","10..to a high degree","changing understanding","changing understanding","","changing understanding","changing understanding","changing understanding","changing understanding","","0..not at all","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","10..full extent","yes","no","yes","no","yes","no","yes","yes","yes","no","yes","yes","8","8","4","yes","","","",NA
